Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo
2015-01-01,119.839287,73086400,,,,
2015-02-01,124.136688,68423900,,,,
2015-03-01,126.479195,74078100,,,,
2015-04-01,124.944176,71938600,,,,
2015-05-01,123.638695,63310100,,,,
2015-06-01,122.069496,69190300,,,,
2015-07-01,140.4133,78117700,,,,
2015-08-01,120.685921,81883700,,,,
2015-09-01,110.495026,89701900,,,,
2015-10-01,126.359848,97994300,,,,
2015-11-01,128.692505,58232900,,,,
2015-12-01,130.331482,67360000,,,,
2016-01-01,122.623795,89489100,,,,
2016-02-01,114.233704,80013600,,,,
2016-03-01,121.212784,83830700,,,,
2016-04-01,127.979637,60909000,,,,
2016-05-01,127.696625,57214900,,,,
2016-06-01,123.817352,65472900,,,,
2016-07-01,139.995407,57109500,,,,
2016-08-01,138.392258,64648500,,,,
2016-09-01,136.536606,60630100,,,,
2016-10-01,115.541672,74478600,,,,
2016-11-01,117.923561,98475700,,,,
2016-12-01,120.483589,70549800,,,,
2017-01-01,129.111328,74997500,,,,
2017-02-01,145.468628,69620300,,,,
2017-03-01,136.133499,109206700,,,,
2017-04-01,135.51123,54700700,,,,
2017-05-01,128.806992,69523600,,,,
2017-06-01,143.937195,90696600,,,,
2017-07-01,145.842667,55741500,,,,
2017-08-01,148.567108,46600600,,,,
2017-09-01,156.872086,54434900,,,,
2017-10-01,147.423599,63077000,,,,
2017-11-01,147.793777,53015500,,,,
2017-12-01,147.313141,54773500,,,,
2018-01-01,157.605637,66347900,"AMG generated excellent results for the fourth quarter and the full year 2017, including record Economic earnings per share of $4.68 for the quarter and $14.60 for the year. In addition to growth in our Economic earnings per share of 23% and 14% over the respective periods of 2016, our assets under management increased 21% year-over-year to a record $836 billion, driven by the long-term investment outperformance of our alpha-generating Affiliates and the strong execution of our growth strategy, including organic growth from net client cash flows and the ongoing success of our strategic initiatives to support and enhance our Affiliates’ new business momentum. Given the strength of our competitive position along with the increased scale and earnings power of our business, we have outstanding prospects for continued earnings growth going forward. We are pleased with the organic growth we generated in 2017, particularly given our substantial exposure to uncorrelated alternative strategies, which are optimally positioned for periods of market volatility. Across our diverse active equity and alternative product set, our Affiliates generated positive net client cash flows during both the quarter and the year, notwithstanding continued industry-wide net outflows in actively-managed product areas. Looking ahead, as one of the leading providers of alpha-generating strategies globally, AMG is well-positioned to meet increasing client demand for differentiated return streams. We are confident in our ability to continue to generate strong long-term earnings growth through accretive investments in outstanding new Affiliates, while also consistently returning capital to shareholders through dividends and share repurchases. Reflecting this confidence in our forward prospects, our Board of Directors approved a 50% increase in our dividend along with an additional stock repurchase authorization. Given our significant and growing scale, along with the ongoing organic growth of our business and our disciplined commitment to capital allocation, we are well-positioned to create long-term shareholder value.",12.147856999999988,14.25206,-8.683869000000016
2018-02-01,155.674194,97040100,,,,
2018-03-01,145.507721,155543900,,,,
2018-04-01,148.921768,69619400,,,,
2018-05-01,153.308884,71921000,,,,
2018-06-01,158.766876,65122800,,,,
2018-07-01,169.053787,52674200,,,,
2018-08-01,171.857697,47004700,,,,
2018-09-01,179.504807,52464800,,,,
